participant,smart_device,smart_speaker_interest,smart_motion_detector_interest,smart_smoke_detector_interest,security_privacy_attribute,most_protective_value,least_protective_value,mostProtective_leastProtective_pair,willingness_to_purchase,willingness_to_purchase_coded,Reason for increase in willingness to purchase,Reason for decrease in willingness to purchase,risk_perception,risk_perception_coded,Reason for increase in risk perception,Reason for decrease in risk perception,minimum_willingness_to_pay,maximum_willingness_to_pay,order_scenario,correct_definition_number,Age,Gender,Income,Education,Background in Technology
67,smoke,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,slightly increases,4,I feel more safe if a third party is not given any data about me.,NA,slightly decreases,2,,Helps prevent someone that is not involved with the manufacturer from figuring out vulnerabilities of the device.,25,25,5,2,31,Man,"$70,000 to $79,999",Bachelor's degree in college (4-year),Yes
68,smoke,Very interested,Very interested,Moderately interested,security update,update_auto,update_none,auto_none,strongly increases,5,I would want the satisfaction of knowing that my program has all the latest and most necessary updates when the are out.,,strongly decreases,1,I would get updates as soon as they are available as opposed to no updates. The program would be behind and vulnerable.,,25,25,5,1,26,Man,"$20,000 to $29,999",Some college but no degree,No
68,smoke,Very interested,Very interested,Moderately interested,access control,access_mfa,access_password,MFA_password,strongly increases,5,I would know that my information as 2 levels of security and I would be able to change the passwords as often as needed.,,strongly decreases,1,,The more it takes to break into someones work becomes harder with added security features.,5,10,2,1,26,Man,"$20,000 to $29,999",Some college but no degree,No
68,smoke,Very interested,Very interested,Moderately interested,purpose,purpose_personal,purpose_money,personal_money,no impact,3,,,slightly decreases,2,,"This is an invasion of privacy and I don't think any good can come to the use, just the provider.",-25,0,3,1,26,Man,"$20,000 to $29,999",Some college but no degree,No
68,smoke,Very interested,Very interested,Moderately interested,cloud storage,cloud_none,cloud_identify,none_identify,no impact,3,,,strongly increases,5,I wouldn't change my mind about the purchase because of the information that may have some security risks involved.,,-5,25,1,1,26,Man,"$20,000 to $29,999",Some college but no degree,No
68,smoke,Very interested,Very interested,Moderately interested,data sharing,shared_none,shared_manufacturer,none_manufact,slightly increases,4,I would know that my data should remain safely guarded.,,slightly decreases,2,"If data is shared with no one, then my data would be more safe than if it was shared with the manufacturer.",,0,15,4,1,26,Man,"$20,000 to $29,999",Some college but no degree,No
69,smoke,Very interested,Slightly interested,Moderately interested,security update,update_manual,update_none,manual_none,strongly increases,5,Security updates are important. You need them 100%.,,strongly decreases,1,,"Security updates protect against attacks, which is much better than nothing.",25,25,2,2,24,Man,"$100,000 to $149,999",Master's degree,No
69,smoke,Very interested,Slightly interested,Moderately interested,access control,access_password,access_none,password_none,slightly increases,4,I feel like any security measure is better than none at all.,,strongly decreases,1,,A password virtually erases any basic attack.,25,25,3,2,24,Man,"$100,000 to $149,999",Master's degree,No
69,smoke,Very interested,Slightly interested,Moderately interested,purpose,purpose_personal,purpose_money,personal_money,no impact,3,,,slightly increases,4,Any data sent can be hacked probably.,,-25,5,5,2,24,Man,"$100,000 to $149,999",Master's degree,No
69,smoke,Very interested,Slightly interested,Moderately interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,no impact,3,,,no impact,3,,,-25,5,4,2,24,Man,"$100,000 to $149,999",Master's degree,No
69,smoke,Very interested,Slightly interested,Moderately interested,data sharing,shared_none,shared_manufacturer,none_manufact,slightly increases,4,"I like to be in control of my privacy choices, and, while I would turn on sharing data to improve my experience, I don't want to be forced to.",,slightly increases,4,That could hypothetically lead to the data being stored on a personal device which is risky.,,0,5,1,2,24,Man,"$100,000 to $149,999",Master's degree,No
70,smoke,Very interested,Moderately interested,Very interested,security update,update_auto,update_none,auto_none,strongly increases,5,I think regular security updates for items that will be connected to the internet are important.,,strongly decreases,1,"I feel better knowing my devices are as up to date, and well protected as possible. ",,25,25,3,1,36,Man,"$20,000 to $29,999",High school graduate (high school diploma or equivalent including GED),No
70,smoke,Very interested,Moderately interested,Very interested,access control,access_mfa,access_none,MFA_none,strongly increases,5,"Having a password makes the device more secure, and someone won't be able to access my device or network. ",NA,strongly decreases,1,,Having a password on the device would make it safer. ,25,25,5,1,36,Man,"$20,000 to $29,999",High school graduate (high school diploma or equivalent including GED),No
70,smoke,Very interested,Moderately interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly increases,5,"I don't mind data about the device being collected, and used for improvements. ",,slightly increases,4,"Depending on what kind of data is collected, and stored it might or might not be of a sensitive nature. ",,10,25,2,2,36,Man,"$20,000 to $29,999",High school graduate (high school diploma or equivalent including GED),No
70,smoke,Very interested,Moderately interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,slightly decreases,2,,"I think cloud storage is a nice feature, but not necessary ",slightly decreases,2,,"I think not having info stored somewhere is safer, but takes away from some of the features the item might have. ",-15,-5,4,2,36,Man,"$20,000 to $29,999",High school graduate (high school diploma or equivalent including GED),No
70,smoke,Very interested,Moderately interested,Very interested,data sharing,shared_none,shared_third,none_third,slightly increases,4,I am more comfortable with a product that will not share my data. But I'm thinking that this product won't have too much of my data anyway.,NA,slightly decreases,2,,"I don't like when companies share my data unless I am fully aware of what it being shared, and I approve it. ",5,10,1,2,36,Man,"$20,000 to $29,999",High school graduate (high school diploma or equivalent including GED),No
71,smoke,Very interested,Very interested,Moderately interested,security update,update_manual,update_none,manual_none,no impact,3,,,no impact,3,,,0,25,5,2,25,Man,"$20,000 to $29,999",Some college but no degree,Yes
71,smoke,Very interested,Very interested,Moderately interested,access control,access_mfa,access_none,MFA_none,slightly increases,4,I expect this but them writing it down is always a plus. ,NA,strongly decreases,1,This is a must have and it's great for the person who has it's security. ,,15,20,3,0,25,Man,"$20,000 to $29,999",Some college but no degree,Yes
71,smoke,Very interested,Very interested,Moderately interested,purpose,purpose_main,purpose_personal,main_personal,no impact,3,,,slightly decreases,2,Personalization could include your name varying things about your location and near personal stuff. ,,-5,0,1,1,25,Man,"$20,000 to $29,999",Some college but no degree,Yes
71,smoke,Very interested,Very interested,Moderately interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,strongly decreases,1,,"More is more, and having less storage is always bad. ",strongly decreases,1,,No cloud is always safer cause it can't be tracked back to you. ,-20,-15,2,2,25,Man,"$20,000 to $29,999",Some college but no degree,Yes
71,smoke,Very interested,Very interested,Moderately interested,data sharing,shared_none,shared_third,none_third,strongly increases,5,Who wants their info being blasted across the internet.,NA,strongly decreases,1,,I don't want my info shared with any person. ,25,25,4,0,25,Man,"$20,000 to $29,999",Some college but no degree,Yes
72,smoke,Very interested,Slightly interested,Very interested,security update,update_auto,update_none,auto_none,slightly increases,4,It's going to be more secure.,,strongly decreases,1,It's going to be more secure. ,,0,5,2,2,32,Woman,"$150,000 or more",Bachelor's degree in college (4-year),No
72,smoke,Very interested,Slightly interested,Very interested,access control,access_password,access_none,password_none,slightly increases,4,It's more secure. ,,strongly decreases,1,It's more secure with a password. ,,0,5,1,2,32,Woman,"$150,000 or more",Bachelor's degree in college (4-year),No
72,smoke,Very interested,Slightly interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,no impact,3,,,no impact,3,,,0,25,4,2,32,Woman,"$150,000 or more",Bachelor's degree in college (4-year),No
72,smoke,Very interested,Slightly interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,slightly increases,4,It's anonymous. I like that. ,,strongly decreases,1,Anonymous is more private. ,,0,5,5,0,32,Woman,"$150,000 or more",Bachelor's degree in college (4-year),No
72,smoke,Very interested,Slightly interested,Very interested,data sharing,shared_none,shared_manufacturer,none_manufact,strongly increases,5,It's more private for me. ,,strongly decreases,1,It will be more private. ,,15,20,3,1,32,Woman,"$150,000 or more",Bachelor's degree in college (4-year),No
73,smoke,Moderately interested,Not at all interested,Very interested,security update,update_auto,update_manual,auto_manual,no impact,3,,NA,strongly decreases,1,I think that a lot of updates are for the purpose of patching security issues.,,5,15,3,2,37,Woman,"$50,000 to $59,999",Doctoral degree,No
73,smoke,Moderately interested,Not at all interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,decrease security risk,,strongly decreases,1,"by controlling/requiring password to make changes, it decreases the chances of outside party gaining access",,25,25,4,1,37,Woman,"$50,000 to $59,999",Doctoral degree,No
73,smoke,Moderately interested,Not at all interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly increases,5,"If companies want to make additional money off of me, they should pay me.",,strongly decreases,1,There are fewer transfers and the data is in fewer hands providing decreased chance of security breach.,,15,25,2,1,37,Woman,"$50,000 to $59,999",Doctoral degree,No
73,smoke,Moderately interested,Not at all interested,Very interested,cloud storage,cloud_none,cloud_identify,none_identify,strongly increases,5,It's a smoke detector. There shouldn't be any data that is necessary for cloud storage and I definitely don't want it to be possible for me to be a victim of a data leak.,,slightly increases,4,"The data may not be stored on the cloud, but it is stored somewhere.",,25,25,1,2,37,Woman,"$50,000 to $59,999",Doctoral degree,No
73,smoke,Moderately interested,Not at all interested,Very interested,data sharing,shared_none,shared_third,none_third,strongly increases,5,"Unless  baked into the price, I don't particularly want my data shared",NA,slightly decreases,2,,Data is stored in fewer places,15,25,5,2,37,Woman,"$50,000 to $59,999",Doctoral degree,No
74,smoke,Moderately interested,Very interested,Very interested,security update,update_manual,update_none,manual_none,strongly increases,5,"No security updates means that if someone finds an exploit or loophole, the device will become a privacy/security risk (depending on data collection settings) and it will always be that way. Manual security updates would give me the means to block such an",,strongly decreases,1,,"If someone comes up with an exploit/loophole, manual updates will allow me to block that vulnerability. That will never happen if the manufacturer does not release any updates at all.",25,25,5,2,46,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
74,smoke,Moderately interested,Very interested,Very interested,access control,access_mfa,access_password,MFA_password,slightly increases,4,"Multi-factor authentication improves security, which would be my preference. That said, a simple password may be sufficient for a device like this.",,strongly decreases,1,"Oops,  sorry, I chose incorrectly - I meant to say MFA strongly DECREASES privacy & security risks. It's just superior protection compared to a password that can be cracked.",,5,10,4,2,46,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
74,smoke,Moderately interested,Very interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,strongly increases,5,I have zero interest in being served advertisements just to make money for the manufacturer. But I can see the value in data collection for the purposes of product improvements.,,strongly decreases,1,,"Collecting data for monetization purposes means my information may be shared with advertisers. I consider that a privacy risk. Presumably data collected for product improvement purposes will stay with the manufacturer, thus decreasing those risks.",25,25,3,2,46,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
74,smoke,Moderately interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,strongly increases,5,I don't want identifying information about me uploaded to the cloud without my approval. That option is a non-starter for me.,,strongly decreases,1,,De-identified cloud storage means the data can't be used to identify me. Thus there are no privacy/security risks.,25,25,2,2,46,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
74,smoke,Moderately interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,strongly increases,5,"Sharing data with the  manufacturer will help them improve the product/service. Sharing data with a third party is of no use to me, and might lead to marketing that I won't want to participate in.",NA,strongly decreases,1,"I don't  anticipate any serious privacy concerns by sharing data with the manufacturer. On the other hand, sharing data with third parties might lead to marketing/advertising that I don't want to view.",,25,25,1,2,46,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
75,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_none,auto_none,slightly increases,4,Yeah. I wouldn't have to worry about any form of malware creeping in and messing with my outdated security system. Since it'll always prompt me to do an upgrade,,not sure,3,,,25,25,3,2,28,Woman,"$20,000 to $29,999",Bachelor's degree in college (4-year),Yes
75,smoke,Very interested,Very interested,Very interested,access control,access_mfa,access_password,MFA_password,slightly decreases,2,,I would pretty much like to be in absolute control of the password,strongly decreases,1,,Changeable default password means as a user I can change my password as much as I like. ,-25,-25,5,1,28,Woman,"$20,000 to $29,999",Bachelor's degree in college (4-year),Yes
75,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_personal,main_personal,slightly increases,4,I'll be able to effect some change in the system. Change the things that need to be change to suit my style,,not sure,3,,,0,0,4,2,28,Woman,"$20,000 to $29,999",Bachelor's degree in college (4-year),Yes
75,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_identify,none_identify,strongly decreases,1,,I would be dissuaded from purchasing it because I would love to posses a device that I'd be able to store stuffs on.,strongly increases,5,Having no cloud storage means my privacy is breached.. Third parties get to access my hidden files. So no it isn't an ideal situation.,,-25,-25,2,0,28,Woman,"$20,000 to $29,999",Bachelor's degree in college (4-year),Yes
75,smoke,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,slightly increases,4,"Well, my take is the manufacturer knows the inner workings of the product,so in the instance where it's a durable product, he'd ofcourse love to have one for himself.",NA,not sure,3,,,25,25,1,1,28,Woman,"$20,000 to $29,999",Bachelor's degree in college (4-year),Yes
76,smoke,Very interested,Slightly interested,Very interested,security update,update_auto,update_manual,auto_manual,slightly increases,4,"It wouldn't be a deal breaker if it didn't have automatic updates.  I doubt manually updating would be that difficult, but automatic is just a nice time saver and I don't have to remember to do it.",NA,slightly decreases,2,"I'm sure there are people that prefer to manually install updates because they think a hacker could gain access to the device. It's a possibility I suppose, but not one that's likely.",,5,15,1,2,49,Man,"$40,000 to $49,999",Some college but no degree,No
76,smoke,Very interested,Slightly interested,Very interested,access control,access_mfa,access_none,MFA_none,no impact,3,,NA,strongly decreases,1,It makes it more difficult for someone to gain access.,,-25,20,4,1,49,Man,"$40,000 to $49,999",Some college but no degree,No
76,smoke,Very interested,Slightly interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,slightly increases,4,Knowing the manufacturer isn't going to use my data to make money improves my respect for them.,,slightly increases,4,Collecting any data will increase privacy and security risks. ,,25,25,5,1,49,Man,"$40,000 to $49,999",Some college but no degree,No
76,smoke,Very interested,Slightly interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,strongly increases,5,I'm not sure why this device would have cloud storage in the first place.  Whatever it's storing should be de-identified.,,slightly decreases,2,"Having ""de-identified"" cloud storage is safer than ""identifiable"" cloud storage, but it's not as safe as having no cloud storage at all.",,10,25,3,2,49,Man,"$40,000 to $49,999",Some college but no degree,No
76,smoke,Very interested,Slightly interested,Very interested,data sharing,shared_none,shared_manufacturer,none_manufact,no impact,3,,,strongly decreases,1,The less information that leaves the device means there is less chance someone will intercept it.,,-25,10,2,2,49,Man,"$40,000 to $49,999",Some college but no degree,No
77,smoke,Very interested,Moderately interested,Moderately interested,security update,update_auto,update_none,auto_none,strongly increases,5,I won't have to keep up with it. One less thing to remember to do. Effortless.,,strongly decreases,1,Security protects the uses from people trying to gain the system or steal information. Having the automatic update takes out the questions and attention needed to stay safe.,,25,25,2,1,51,Woman,Prefer not to answer,Bachelor's degree in college (4-year),No
77,smoke,Very interested,Moderately interested,Moderately interested,access control,access_mfa,access_none,MFA_none,strongly increases,5,My system will be secure from anyone tampering with they system. They can steal the data or change the functions.,NA,strongly decreases,1,"Without the correct password, the system can not be accessed. It prevents anyone from gaining access. ",,25,25,1,0,51,Woman,Prefer not to answer,Bachelor's degree in college (4-year),No
77,smoke,Very interested,Moderately interested,Moderately interested,purpose,purpose_personal,purpose_money,personal_money,no impact,3,,,no impact,3,,,0,25,5,2,51,Woman,Prefer not to answer,Bachelor's degree in college (4-year),No
77,smoke,Very interested,Moderately interested,Moderately interested,cloud storage,cloud_none,cloud_identify,none_identify,slightly increases,4,"I am afraid of having my information linked to me in a way that someone could do me harm, like steal my identity.",,slightly decreases,2,I think it's protection for me.,,25,25,3,0,51,Woman,Prefer not to answer,Bachelor's degree in college (4-year),No
77,smoke,Very interested,Moderately interested,Moderately interested,data sharing,shared_manufacturer,shared_third,manufact_third,no impact,3,,NA,no impact,3,,,25,25,4,2,51,Woman,Prefer not to answer,Bachelor's degree in college (4-year),No
78,smoke,Very interested,Moderately interested,Very interested,security update,update_manual,update_none,manual_none,strongly increases,5,"The device can monitor things related to privacy and security, and thus should correct security flaws found.  This is important.",,strongly decreases,1,,"No updates leaves the device vulnerable if flaws are found, which risks security and privacy.",25,25,4,2,40,Man,"Less than $10,000",Master's degree,No
78,smoke,Very interested,Moderately interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,A changeable default password both increases the safety and security of the device and allows for customization so it can be more easily remembered.,,strongly decreases,1,"Again, a password that is changeable means the user can create a more secure and easier to recall pass word for their own usage.",,25,25,2,1,40,Man,"Less than $10,000",Master's degree,No
78,smoke,Very interested,Moderately interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly decreases,1,,"Regardless of what the device company things I may be able to benefit from purchasing the products in the ads they tailor, I still consider this a breach of my privacy, and to a degree, my security.  I do not need ads to know what I want to buy.  That is ",no impact,3,,,0,0,1,2,40,Man,"Less than $10,000",Master's degree,No
78,smoke,Very interested,Moderately interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,slightly increases,4,"Privacy and security are important to me, plain and simple.  All information sent out must in the very least be anonymous.",,no impact,3,,,0,5,3,2,40,Man,"Less than $10,000",Master's degree,No
78,smoke,Very interested,Moderately interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,slightly increases,4,"Data used to improve the device is ok to send, as long as it used to improve the device use or security.",NA,slightly decreases,2,,"The data can be used to see where there are holes in the device security or where the device fails, or needs performance improvements.",25,25,5,2,40,Man,"Less than $10,000",Master's degree,No
79,smoke,Moderately interested,Slightly interested,Moderately interested,security update,update_auto,update_none,auto_none,strongly increases,5,"This is a standard practice in security, assume all products are flawed and have a mechanism for pushing out patches for the bugs and vulnerabilities that get identified.  To not have it and to have the device detectable or interact with IT equipment or a",,slightly decreases,2,,"I should have choose strongly, because I can't emphasize enough that ongoing product support for security on any IOT device is non-negotiable.  ",25,25,5,2,41,Man,"$30,000 to $39,999",Master's degree,No
79,smoke,Moderately interested,Slightly interested,Moderately interested,access control,access_mfa,access_password,MFA_password,strongly decreases,1,,"If i'm understanding the prompt correctly, you're saying that I can't set a unique password for the device, and I will have to have my phone handy to log into the device... neither secure nor convenient.",not sure,3,,,-25,-25,2,2,41,Man,"$30,000 to $39,999",Master's degree,No
79,smoke,Moderately interested,Slightly interested,Moderately interested,purpose,purpose_main,purpose_personal,main_personal,strongly increases,5,"Of the two, the personalization is a red flag.  If you want me to tell my device what i want it to do, that's fine, but having your device spy on me, analyze the results and change its behaviour to what you think I want (or more really, to how you want to",,slightly increases,4,"The privacy risks still come from main-function improvement, and from security risks.  Even if I trusted the OEM to comply with these privacy protections (which is unreasonable based on how actual companies have behaved), these things are hackable and eas",,25,25,3,2,41,Man,"$30,000 to $39,999",Master's degree,No
79,smoke,Moderately interested,Slightly interested,Moderately interested,cloud storage,cloud_none,cloud_identify,none_identify,strongly increases,5,"Well, i think its important to signal to companies and the marketplace that privacy is valuable so they at least have to hide how they are data-mining and spying on us.   Again, i don't trust them to be honest, but we can at least train them to know that ",,slightly decreases,2,,"How secure is the device itself and how does it update its firmware to reflect security breaches?  Even assuming it doesn't come with identifiable cloud storage from the factory, if it can easily be hacked via wifi or via compromised devices on my network",25,25,1,1,41,Man,"$30,000 to $39,999",Master's degree,No
79,smoke,Moderately interested,Slightly interested,Moderately interested,data sharing,shared_none,shared_manufacturer,none_manufact,strongly increases,5,"Again, i lack trust that the sticker will be true, but I support the entire premise of these questions:  Products should have a ""Nutritional Facts"" label for privacy and security so that consumers can send market signals to companies about how they value ",,slightly decreases,2,"Slightly, because as who-ever the poor bloke or software that has to parse this knows by now: insecurity and a lack of trust limit my answer away from ""strongly"".  ",,25,25,4,1,41,Man,"$30,000 to $39,999",Master's degree,No
80,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_manual,auto_manual,slightly increases,4,automatic is a lot easier and less work,NA,strongly decreases,1,,automatic means that the security is always strongest,0,5,5,2,23,Man,"$60,000 to $69,999",Bachelor's degree in college (4-year),Yes
80,smoke,Very interested,Very interested,Very interested,access control,access_mfa,access_password,MFA_password,no impact,3,,,no impact,3,,,-5,0,3,2,23,Man,"$60,000 to $69,999",Bachelor's degree in college (4-year),Yes
80,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_personal,main_personal,slightly increases,4,The ability of the CO detector to improve its function based on its environment means that it will function better than a non-smart device. This device can save lives so it's important that it function as best as it can,,slightly increases,4,The data will still be collected and I dont know how it will be used. If the company is hacked then my data will be stolen.,,0,5,1,1,23,Man,"$60,000 to $69,999",Bachelor's degree in college (4-year),Yes
80,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_identify,none_identify,no impact,3,,,no impact,3,,,0,25,4,1,23,Man,"$60,000 to $69,999",Bachelor's degree in college (4-year),Yes
80,smoke,Very interested,Very interested,Very interested,data sharing,shared_none,shared_manufacturer,none_manufact,slightly increases,4,There is less of a security risk as my data will not be sent anywhere,,no impact,3,,,0,5,2,2,23,Man,"$60,000 to $69,999",Bachelor's degree in college (4-year),Yes
81,smoke,Very interested,Very interested,Very interested,security update,update_manual,update_none,manual_none,strongly increases,5,I think security updates are essential for internet connected devices.,,strongly decreases,1,,Security updates make internet connected devices safer and more secure.,25,25,2,0,59,Man,"$10,000 to $19,999",Some college but no degree,Yes
81,smoke,Very interested,Very interested,Very interested,access control,access_mfa,access_none,MFA_none,strongly increases,5,I don't want anybody messing around with my Model X but me.,NA,strongly decreases,1,,only I can access it.,25,25,4,1,59,Man,"$10,000 to $19,999",Some college but no degree,Yes
81,smoke,Very interested,Very interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,strongly increases,5,,"I don't like the idea of paying for a device and having my identifying information (name, address, phone number) collected and sold to third parties. Usually that is a trade of for some free device or service - that is, the device or service is provided f",strongly decreases,1,,"If yiou were selling my data to third parties, I would have no idea to whom, or how many people my data would be sold, or how they would use it. If data is only being collected to personalize my experience and improve function of the device, I can't see a",0,0,1,2,59,Man,"$10,000 to $19,999",Some college but no degree,Yes
81,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,no impact,3,,,no impact,3,,,-5,25,3,2,59,Man,"$10,000 to $19,999",Some college but no degree,Yes
81,smoke,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,no impact,3,,NA,no impact,3,,,25,25,5,1,59,Man,"$10,000 to $19,999",Some college but no degree,Yes
82,smoke,Very interested,Very interested,Very interested,security update,update_manual,update_none,manual_none,slightly decreases,2,,automatic updates are more convinent,slightly decreases,2,,often updates have more bugs than the previous version,-10,0,3,2,23,Woman,"$100,000 to $149,999",Bachelor's degree in college (4-year),No
82,smoke,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,because i do not want just anyone to be able to access the device,,strongly decreases,1,it is better to have a password than none at all,,5,15,5,1,23,Woman,"$100,000 to $149,999",Bachelor's degree in college (4-year),No
82,smoke,Very interested,Very interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,no impact,3,,,no impact,3,,,10,15,2,1,23,Woman,"$100,000 to $149,999",Bachelor's degree in college (4-year),No
82,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,strongly decreases,1,,"because if the device storing the data is lost or corrupted, the data would be lost for good",slightly decreases,2,,any cloud storage is able to be hacked more easily than no cloud storage,-10,-5,1,2,23,Woman,"$100,000 to $149,999",Bachelor's degree in college (4-year),No
82,smoke,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,no impact,3,,NA,no impact,3,,,0,25,4,2,23,Woman,"$100,000 to $149,999",Bachelor's degree in college (4-year),No
83,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_manual,auto_manual,no impact,3,,NA,slightly decreases,2,,"If the manufacturer finds a security issue or a bug, they can fix it without me knowing",0,25,5,2,53,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
83,smoke,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,slightly increases,4,"Because even if I forget to set the password, it will still be protected ",,slightly decreases,2,,"If there is no password, anyone can access my information. At least a default password would offer some protection.",0,5,1,2,53,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
83,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,slightly increases,4,I dont want to be sold products based on a smoke detector.,,slightly decreases,2,,"If there is no personal data being sold, there is less likely to be a data breach",25,25,2,2,53,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
83,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,slightly increases,4,Less likely of data breach and device hacking,,slightly decreases,2,,Less likely to have data stolen and used to control the device remotely,25,25,3,2,53,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
83,smoke,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,slightly increases,4,I would rather not have my data sold for profit or use by an unknown company,NA,slightly decreases,2,,Less data sharing means less chance of data breaches,15,25,4,2,53,Man,"$100,000 to $149,999",Bachelor's degree in college (4-year),Yes
84,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_none,auto_none,strongly increases,5,my product will always be working and ready to protect me.,,strongly decreases,1,,"the more up to date the product is, the less chinks in the proverbial armor there is and less likely for it to be compromized",25,25,5,2,24,Woman,"Less than $10,000",Less than high school degree,No
84,smoke,Very interested,Very interested,Very interested,access control,access_mfa,access_none,MFA_none,strongly increases,5,multi-factor authentication allows me to be and feel safer.,NA,strongly decreases,1,using mutli-factor authentication ensures the person using the device is who they say they are,,25,25,2,2,24,Woman,"Less than $10,000",Less than high school degree,No
84,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly increases,5,,i would rather my data would go to making a better product than making the manufacturer more money,strongly decreases,1,"the less data sold, the safer the product is and the safer my home is",,0,0,4,2,24,Woman,"Less than $10,000",Less than high school degree,No
84,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_identify,none_identify,slightly decreases,2,,"it decreases my willingness to buy it because if I need to make a insurance claim, I could use the cloud stored data easily to substantiate my claim to my insurance",strongly decreases,1,,no one will be able to access the data and manipulate it.,-15,-5,1,1,24,Woman,"Less than $10,000",Less than high school degree,No
84,smoke,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,slightly increases,4,i would rather only share my data with the manufacturer to get a product that is specific to me than third parties coming in and trying to sell me something less specific.,NA,slightly decreases,2,,because only sharing with the manufacturer guarantees my data is safer.,25,25,3,1,24,Woman,"Less than $10,000",Less than high school degree,No
85,smoke,Very interested,Very interested,Very interested,security update,update_manual,update_none,manual_none,strongly increases,5,This product will always have the latest version to keep it updated and safe.,,strongly decreases,1,This Model X with have less chance of having a breach of information with the security updates to prevent privacy or security breach.,,25,25,1,2,59,Woman,"$10,000 to $19,999",Associate degree in college (2-year),Yes
85,smoke,Very interested,Very interested,Very interested,access control,access_mfa,access_none,MFA_none,strongly increases,5,That the product is security of your information and it can not be breached or access easily.,NA,strongly decreases,1,The product is protected from any breach of information and can not be easily access with unauthorized use.,,25,25,2,0,59,Woman,"$10,000 to $19,999",Associate degree in college (2-year),Yes
85,smoke,Very interested,Very interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,strongly increases,5,It guarantees that the data is being stored to help all files to function properly.,,strongly increases,5,The security of large files being stored with the privacy and security is sound proof that there will be no breach of any information.,,25,25,5,0,59,Woman,"$10,000 to $19,999",Associate degree in college (2-year),Yes
85,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_identify,none_identify,slightly increases,4,There is no where for data to be stored and this will not save anything if something happens to Model X.,,strongly increases,5,Model X needs to have a cloud storage to hold large files of data and it would not be able to store items for later use or use of Model X.,,0,0,4,1,59,Woman,"$10,000 to $19,999",Associate degree in college (2-year),Yes
